0,1,2,3,4,5,6,7,8,9,10,11
6.93,12.00,5.00,42,57.7%,1.39,29617,9215,9225,5346,21255,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199054522367/mmr?playlist=10
8.00,14.00,5.00,3,57.1%,1.60,29617,9215,9225,5346,21255,https://rocketleague.tracker.network/rocket-league/profile/psn/Spelva/mmr?playlist=10
6.67,11.67,6.00,9,57.1%,1.11,29617,9215,9225,5346,21255,https://rocketleague.tracker.network/rocket-league/profile/epic/spelva/mmr?playlist=10
5.85,9.55,2.40,60,61.3%,2.44,24243,11420,10907,5355,20466,https://rocketleague.tracker.network/rocket-league/profile/epic/PrimaryFerret195/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/Mxivy/mmr?playlist=10
5.75,10.62,5.38,24,54.1%,1.07,52699,14043,11757,5867,45042,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198441123172/mmr?playlist=10
3.74,6.84,3.33,129,54.8%,1.13,37058,12906,14456,6817,50459,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199048494276/mmr?playlist=10
4.24,7.05,2.86,63,60.1%,1.48,37058,12906,14456,6817,50459,https://rocketleague.tracker.network/rocket-league/profile/xbl/Scrzbbles/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Maaivy/mmr?playlist=10
4.20,7.40,1.60,15,71.4%,5.00,33513,14642,16722,7185,44187,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198171387163/mmr?playlist=10
6.00,10.00,6.00,3,60.0%,1.00,19295,7408,6781,3632,19392,https://rocketleague.tracker.network/rocket-league/profile/psn/Almar235/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198891882222/mmr?playlist=10
4.36,8.27,2.94,99,52.7%,1.48,19295,7408,6781,3632,19392,https://rocketleague.tracker.network/rocket-league/profile/epic/meowwoofmeow1/mmr?playlist=10
4.73,9.00,4.60,90,52.6%,1.03,37753,11943,12030,5577,38198,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198212234463/mmr?playlist=10
6.50,12.00,3.75,12,54.2%,1.73,29790,13664,15295,6333,38137,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198153124313/mmr?playlist=10
4.36,8.48,4.16,75,51.4%,1.05,37753,11943,12030,5577,38198,https://rocketleague.tracker.network/rocket-league/profile/epic/Squixxl/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Gyro_RL/mmr?playlist=10
5.75,10.25,4.50,36,56.1%,1.28,26363,8960,9666,4297,25699,https://rocketleague.tracker.network/rocket-league/profile/steam/76561197969711014/mmr?playlist=10
5.95,10.88,4.68,123,54.7%,1.27,15012,2840,1817,1637,13573,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198880890446/mmr?playlist=10
5.07,8.80,3.20,45,57.6%,1.58,37058,12906,14456,6817,50459,https://rocketleague.tracker.network/rocket-league/profile/epic/RLScrzbbles/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/enepese/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/npcRL/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198988707571/mmr?playlist=10
5.64,9.28,3.36,75,60.8%,1.68,873,235,110,146,325,https://rocketleague.tracker.network/rocket-league/profile/epic/KUSHTYISBAE/mmr?playlist=10
15.30,20.90,4.20,30,73.2%,3.64,22262,7391,8942,4394,24294,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199060118312/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198348262699/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/GrandHX455/mmr?playlist=10
5.20,10.29,3.97,105,50.6%,1.31,31613,10048,9892,4311,32742,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198929284928/mmr?playlist=10
4.00,6.67,2.67,9,60.0%,1.50,37280,10153,9455,4616,37421,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198291425797/mmr?playlist=10
5.37,7.37,1.59,81,72.9%,3.37,1121,379,385,209,578,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198120110617/mmr?playlist=10
2.78,4.89,2.22,27,56.8%,1.25,41606,13122,11709,7158,36887,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198955713085/mmr?playlist=10
6.59,10.32,4.09,66,63.9%,1.61,12153,4778,4358,2058,13170,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199068305260/mmr?playlist=10
6.15,9.69,3.23,39,63.5%,1.90,12153,4778,4358,2058,13170,https://rocketleague.tracker.network/rocket-league/profile/psn/Zaronium/mmr?playlist=10
5.36,9.75,4.33,108,55.0%,1.24,3097,611,348,203,2498,https://rocketleague.tracker.network/rocket-league/profile/epic/Allah_yarhamuh/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/KSEN%20Moon/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/GA_KevZ-_-/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198802152674/mmr?playlist=10
5.97,10.65,4.74,93,56.1%,1.26,47623,16195,15244,7866,45259,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198262966200/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/boltingtat/mmr?playlist=10
5.50,11.00,7.50,6,50.0%,0.73,54352,16320,16109,9962,59329,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198154853698/mmr?playlist=10
4.14,8.79,2.64,42,47.2%,1.57,42008,11832,9696,4712,38743,https://rocketleague.tracker.network/rocket-league/profile/xbl/zpirals/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/missionaryjack%E3%83%84/mmr?playlist=10
5.54,9.17,2.91,441,80.0%,0.57,5897,1881,1503,963,4209,https://rocketleague.tracker.network/rocket-league/profile/epic/D4vjd3/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/bshp./mmr?playlist=10
4.94,9.06,4.06,54,54.6%,1.22,30521,11753,12667,4887,30318,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198318495664/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Tmiim./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/FaZe%20Synergynil/mmr?playlist=10
4.53,8.42,3.26,57,53.8%,1.39,49972,16819,17188,8137,44570,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198196915295/mmr?playlist=10
4.88,9.33,3.12,72,52.2%,1.56,23333,7860,7582,4427,20118,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198362576204/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Kevskog2/mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/epic/ChiefState1460/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/kevskog/mmr?playlist=10
5.63,11.08,4.37,426,50.8%,1.29,30344,8631,6270,3580,21289,https://rocketleague.tracker.network/rocket-league/profile/epic/Aztek%20%E3%83%83/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/MawkzyLeFAUX/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198401970962/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Zineel/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Mawkzy%E3%83%84/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198258484999/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198322658025/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Kito989/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/Zineel/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/Atzek%20Rl/mmr?playlist=10
3.92,7.03,3.60,120,55.9%,1.09,37038,13591,14854,6469,45547,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198305720441/mmr?playlist=10
6.70,11.10,5.80,30,60.4%,1.16,42666,11641,12459,5959,47296,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198862986175/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198841497104/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/hockE./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199028536942/mmr?playlist=10
6.83,12.17,4.50,18,56.2%,1.52,16822,5420,5724,3204,19669,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199022975910/mmr?playlist=10
