0,1,2,3,4,5,6,7,8,9,10,11
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198024524427/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/DecibelRL/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/DLynch123/mmr?playlist=10
4.75,8.42,2.67,36,56.4%,1.78,32083,10545,9813,4579,23970,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198272316063/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Robert_RL/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/melogu-/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/wj__ss/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/vieem./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/vZoldyk-/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/mikeba334/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/User-f18d576bcc/mmr?playlist=10
5.25,8.75,4.50,12,60.0%,1.17,19546,6943,6561,3520,17137,https://rocketleague.tracker.network/rocket-league/profile/epic/BeautifulElk16/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Wxnor/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198203143711/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/ImReallyBad2/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198313872246/mmr?playlist=10
2.00,4.00,2.00,3,50.0%,1.00,33393,11806,12269,5983,30122,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198260712716/mmr?playlist=10
7.33,13.00,2.33,9,56.4%,3.14,15894,6225,6545,2991,10025,https://rocketleague.tracker.network/rocket-league/profile/epic/evn%20%E3%83%84/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199075048077/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/SchalkG/mmr?playlist=10
8.00,19.00,12.00,3,46.3%,1.19,10763,3788,3006,1724,8539,https://rocketleague.tracker.network/rocket-league/profile/epic/HellcatBby/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198094479160/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198846206593/mmr?playlist=10
3.50,6.68,3.41,66,53.8%,1.17,19546,6943,6561,3520,17137,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198343528217/mmr?playlist=10
7.50,10.50,4.00,6,71.4%,1.88,5083,1637,1392,1381,3878,https://rocketleague.tracker.network/rocket-league/profile/epic/johan%20brkn%20cntrl/mmr?playlist=10
5.33,9.78,1.89,27,54.5%,2.82,32230,8678,6977,3196,17593,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198324625271/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/JKL0ss/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/ux%20traxy./mmr?playlist=10
5.80,9.75,3.95,60,59.5%,1.47,11323,2867,2486,1461,9483,https://rocketleague.tracker.network/rocket-league/profile/epic/eerriiccs/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Lajzey/mmr?playlist=10
4.98,8.79,2.84,174,56.7%,1.75,735,178,143,65,607,https://rocketleague.tracker.network/rocket-league/profile/epic/user-3ea12dgab/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Jermud/mmr?playlist=10
4.58,8.17,2.25,72,56.1%,2.04,18823,6594,5181,2829,12311,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198143093105/mmr?playlist=10
