0,1,2,3,4,5,6,7,8,9,10,11
4.31,8.06,2.62,48,53.5%,1.64,10101,3537,3101,1981,7626,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199013990821/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Stealth.%E3%83%84/mmr?playlist=10
5.10,8.95,3.00,82,56.9%,1.70,527,112,56,51,212,https://rocketleague.tracker.network/rocket-league/profile/epic/bxgye-/mmr?playlist=10
9.00,12.67,2.33,9,71.1%,3.86,76415,21456,22208,9547,64323,https://rocketleague.tracker.network/rocket-league/profile/epic/2FastRL/mmr?playlist=10
3.89,7.82,2.93,84,49.8%,1.33,10101,3537,3101,1981,7626,https://rocketleague.tracker.network/rocket-league/profile/epic/floppyrl/mmr?playlist=10
7.00,12.00,3.67,9,58.3%,1.91,45389,16723,12871,6968,34059,https://rocketleague.tracker.network/rocket-league/profile/psn/TwelveRL/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/YousifRL/mmr?playlist=10
4.62,7.92,2.46,39,58.3%,1.88,45389,16723,12871,6968,34059,https://rocketleague.tracker.network/rocket-league/profile/epic/12.NS/mmr?playlist=10
2.50,5.50,2.50,6,45.5%,1.00,33553,12865,13088,5839,39125,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198236963040/mmr?playlist=10
5.69,10.38,4.54,39,54.8%,1.25,48585,15732,15723,7812,43550,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198378730498/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Mazo04./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/XBlakMazoNobleX/mmr?playlist=10
5.00,9.29,3.00,28,53.8%,1.67,242,58,25,19,127,https://rocketleague.tracker.network/rocket-league/profile/epic/igao10_/mmr?playlist=10
5.04,9.02,3.53,243,55.8%,1.43,32480,8081,6551,2399,25361,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198866727813/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/xAstonic/mmr?playlist=10
5.25,9.67,3.58,36,54.3%,1.47,32480,8081,6551,2399,25361,https://rocketleague.tracker.network/rocket-league/profile/epic/suwufy/mmr?playlist=10
