0,1,2,3,4,5,6,7,8,9,10,11
5.98,11.40,3.56,129,52.4%,1.68,41895,14910,15165,9229,34360,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198856200686/mmr?playlist=10
6.15,10.92,3.62,117,56.3%,1.70,41895,14910,15165,9229,34360,https://rocketleague.tracker.network/rocket-league/profile/xbl/yanxnzz/mmr?playlist=10
6.47,11.42,3.53,135,56.6%,1.83,41895,14910,15165,9229,34360,https://rocketleague.tracker.network/rocket-league/profile/epic/yanxnz/mmr?playlist=10
4.79,9.02,3.81,171,53.1%,1.26,45638,16825,21130,9471,54846,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198144145654/mmr?playlist=10
5.83,10.75,4.78,501,54.3%,1.22,51687,12681,9828,4741,45531,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199085323383/mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/psn/S5-Cosmic/mmr?playlist=10
5.78,10.65,4.67,540,54.3%,1.24,51687,12681,9828,4741,45531,https://rocketleague.tracker.network/rocket-league/profile/epic/Who%20Cosmic/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/zenrll/mmr?playlist=10
5.95,10.38,3.46,478,57.3%,1.72,1751,250,41,39,963,https://rocketleague.tracker.network/rocket-league/profile/epic/MawkzyRTWR/mmr?playlist=10
5.53,10.51,4.04,414,52.6%,1.37,34226,8313,8221,3757,31508,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199023677910/mmr?playlist=10
5.66,10.75,4.09,414,52.7%,1.38,34226,8313,8221,3757,31508,https://rocketleague.tracker.network/rocket-league/profile/epic/ApparentlyJack/mmr?playlist=10
5.85,9.79,4.85,102,59.8%,1.21,32871,11884,12298,6338,52178,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199017029799/mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/epic/iiRw9/mmr?playlist=10
5.81,9.31,5.25,48,62.4%,1.11,32871,11884,12298,6338,52178,https://rocketleague.tracker.network/rocket-league/profile/psn/V-RW9/mmr?playlist=10
5.14,9.48,3.40,438,54.2%,1.51,32003,10117,10723,6213,33587,https://rocketleague.tracker.network/rocket-league/profile/epic/nwpooo/mmr?playlist=10
5.14,9.40,3.38,444,54.6%,1.52,32003,10117,10723,6213,33587,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199019981824/mmr?playlist=10
3.52,7.83,2.96,69,45.0%,1.19,41225,13119,13577,7340,45845,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198799189161/mmr?playlist=10
3.58,8.16,3.37,57,43.9%,1.06,41225,13119,13577,7340,45845,https://rocketleague.tracker.network/rocket-league/profile/epic/DanielRL_/mmr?playlist=10
4.19,9.14,2.57,63,45.8%,1.63,47308,14136,12907,7484,42135,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198239840632/mmr?playlist=10
5.43,9.71,3.43,21,55.9%,1.58,47308,14136,12907,7484,42135,https://rocketleague.tracker.network/rocket-league/profile/epic/FURIA%20caard/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Mile1738/mmr?playlist=10
4.50,8.00,4.25,12,56.2%,1.06,40556,12284,12558,6982,35526,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198452541120/mmr?playlist=10
4.83,9.09,3.50,351,53.1%,1.38,57227,18017,20327,11958,61918,https://rocketleague.tracker.network/rocket-league/profile/epic/FirstkillerRL/mmr?playlist=10
4.65,8.85,3.43,276,52.6%,1.35,57227,18017,20327,11958,61918,https://rocketleague.tracker.network/rocket-league/profile/psn/First-Killer-19/mmr?playlist=10
4.83,9.12,3.70,441,52.9%,1.31,57227,18017,20327,11958,61918,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198327846028/mmr?playlist=10
4.95,9.13,2.92,117,54.2%,1.69,61298,19352,18835,10788,70639,https://rocketleague.tracker.network/rocket-league/profile/epic/Khalidx./mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/psn/oKhaIiD/mmr?playlist=10
4.99,9.71,3.39,255,51.4%,1.47,61298,19352,18835,10788,70639,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198446567626/mmr?playlist=10
4.47,8.38,3.89,192,53.4%,1.15,40952,16039,18891,8086,57234,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198845948731/mmr?playlist=10
4.67,8.67,2.00,9,53.8%,2.33,40952,16039,18891,8086,57234,https://rocketleague.tracker.network/rocket-league/profile/epic/t.tvrl_crr/mmr?playlist=10
