0,1,2,3,4,5,6,7,8,9,10,11
4.90,10.04,3.14,237,48.8%,1.56,59255,16309,14164,5152,49072,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198068408244/mmr?playlist=10
6.64,9.18,4.55,33,72.3%,1.46,20894,6499,6262,2897,14681,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198091128267/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Kso.RL/mmr?playlist=10
6.39,13.16,4.19,93,48.5%,1.52,59255,16309,14164,5152,49072,https://rocketleague.tracker.network/rocket-league/profile/epic/Laskiri/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/VDXLIV/mmr?playlist=10
6.38,10.59,3.07,87,60.3%,2.08,9489,3546,3220,1872,6744,https://rocketleague.tracker.network/rocket-league/profile/epic/Leitharc/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/accfmedia21/mmr?playlist=10
6.41,9.15,1.26,138,70.1%,5.09,2240,797,369,159,873,https://rocketleague.tracker.network/rocket-league/profile/epic/Exnon106/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/iNsTa_ebp2/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/I%20FAX%20Au%20I/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/Exnon106/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199072808951/mmr?playlist=10
6.00,14.33,4.67,9,41.9%,1.29,22891,8578,9646,4498,26662,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198167426207/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/blk.rl/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/BigTwinkie35/mmr?playlist=10
5.17,11.83,5.50,18,43.7%,0.94,45471,13316,11720,5439,35258,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198133013650/mmr?playlist=10
