0,1,2,3,4,5,6,7,8,9,10,11
6.84,11.08,3.16,75,61.7%,2.16,5066,1300,1078,816,3937,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198846885450/mmr?playlist=10
6.86,11.71,3.86,21,58.5%,1.78,5066,1300,1078,816,3937,https://rocketleague.tracker.network/rocket-league/profile/epic/WittyLion955/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198401033117/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/harry%20%E3%82%B8/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198970692777/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198138562729/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Qusay%20_/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Blzvyhrs/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Satan.mp4/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/ShabyAlonso/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/ssakio./mmr?playlist=10
5.38,10.00,3.88,24,53.8%,1.39,71013,14621,11627,5395,62508,https://rocketleague.tracker.network/rocket-league/profile/epic/YT_Blazer177/mmr?playlist=10
4.93,9.93,3.21,42,49.6%,1.53,6202,2577,2628,1272,6698,https://rocketleague.tracker.network/rocket-league/profile/epic/Kaaan./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/GoD_mortar/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/resacadeparticul/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/DerNBomber/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/Kloddz/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199090199649/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/ExodiaWes/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/speedyjames73/mmr?playlist=10
0.00,7.00,2.00,3,0.0%,0.00,24806,7190,6324,2698,19052,https://rocketleague.tracker.network/rocket-league/profile/epic/blk.rl/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/NegativeRL/mmr?playlist=10
5.07,8.50,2.86,28,59.7%,1.77,883,155,38,32,392,https://rocketleague.tracker.network/rocket-league/profile/epic/slicky%20ali/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/JNXY./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/topfooty/mmr?playlist=10
6.49,10.10,2.59,204,64.2%,2.51,3942,1223,755,595,2166,https://rocketleague.tracker.network/rocket-league/profile/epic/Argohkiin/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/FlipFlopFlicker/mmr?playlist=10
5.65,11.12,3.41,51,50.8%,1.66,20281,6260,5671,3577,17210,https://rocketleague.tracker.network/rocket-league/profile/xbl/MikeMartin2005/mmr?playlist=10
5.00,9.00,3.67,9,55.6%,1.36,9255,2667,2213,994,7070,https://rocketleague.tracker.network/rocket-league/profile/psn/Cotni/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/ElegantFox697/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199080465445/mmr?playlist=10
3.52,6.64,2.61,99,53.0%,1.35,14871,7396,8487,3197,18200,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199063007155/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198279596329/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/SalmonEchidna548/mmr?playlist=10
5.82,9.09,2.55,33,64.0%,2.29,24143,8826,9393,4132,23861,https://rocketleague.tracker.network/rocket-league/profile/epic/itsKaufy/mmr?playlist=10
5.20,8.20,4.40,30,63.4%,1.18,31124,9930,8031,4508,25921,https://rocketleague.tracker.network/rocket-league/profile/epic/Oliver74_RL/mmr?playlist=10
5.29,9.14,3.57,21,57.8%,1.48,10624,4532,4630,2125,10839,https://rocketleague.tracker.network/rocket-league/profile/epic/Avicii.90/mmr?playlist=10
3.94,8.53,3.53,51,46.2%,1.12,18533,7622,7187,3495,19530,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198795885889/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199077837964/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/SLK_RL/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198188484243/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199089274997/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199014768087/mmr?playlist=10
2.93,5.14,1.36,42,56.9%,2.16,11207,2827,2735,1258,10184,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199014210462/mmr?playlist=10
4.56,8.00,2.22,27,56.9%,2.05,24143,8826,9393,4132,23861,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198814107970/mmr?playlist=10
5.74,9.48,5.04,69,60.6%,1.14,31124,9930,8031,4508,25921,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198261344387/mmr?playlist=10
5.29,9.14,3.57,21,57.8%,1.48,10624,4532,4630,2125,10839,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198931217675/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/OZYASS/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/LongTurtle403/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198398910951/mmr?playlist=10
5.00,11.00,6.00,3,45.5%,0.83,36223,10748,10531,6963,31852,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198124579147/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/SharpCat557/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/IIIAimbotIIl/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/XR%20FIREs/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/aNoahh/mmr?playlist=10
7.46,17.39,8.18,84,42.9%,0.91,69780,25176,23638,11611,71828,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198042708841/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198332768285/mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/epic/Twitch%20Sywun/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198077965421/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/seltt./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/Hyper7067/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198243332356/mmr?playlist=10
4.70,8.10,4.10,30,58.0%,1.15,7790,3068,3037,1422,9563,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199077776223/mmr?playlist=10
4.89,10.44,3.33,27,46.8%,1.47,6202,2577,2628,1272,6698,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198422612973/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198803478216/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/NeptuneRLO/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Pads1011/mmr?playlist=10
6.87,14.17,4.09,69,48.5%,1.68,29323,8973,8692,3894,17409,https://rocketleague.tracker.network/rocket-league/profile/epic/Typical-rl/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/switch/EvanBay/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/arx%20in%20harenis/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/F7_Car18gol/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Dheonixx/mmr?playlist=10
5.00,8.33,3.71,63,60.0%,1.35,34776,11042,11425,4751,32968,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198284670182/mmr?playlist=10
0.00,0.00,0.00,3,0.0%,0.00,8530,2565,1989,924,7027,https://rocketleague.tracker.network/rocket-league/profile/epic/I_Bop_I/mmr?playlist=10
4.27,7.64,3.18,33,56.0%,1.34,25599,7995,7124,2806,18319,https://rocketleague.tracker.network/rocket-league/profile/epic/Dimitrius./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/Shaksss__/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Tweeblue/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/Tweeblue335/mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/epic/X13%20Adrift/mmr?playlist=10
7.00,9.00,3.00,3,77.8%,2.33,25633,8706,8852,3617,22151,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198046350719/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/nyx.rl/mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/psn/Yeet_retreat/mmr?playlist=10
5.46,9.52,3.58,468,57.4%,1.53,19477,6515,7190,2950,16285,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199080838191/mmr?playlist=10
3.00,6.06,3.24,34,62.5%,1.25,407,87,31,40,334,https://rocketleague.tracker.network/rocket-league/profile/epic/rhnkjihul/mmr?playlist=10
7.00,17.00,6.00,3,41.2%,1.17,9431,3082,3050,1715,9570,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198802972136/mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/epic/%E5%96%84%E8%AE%8A%E7%9A%84%E3%83%83/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Born%20on%2019%20March/mmr?playlist=10
5.39,10.00,5.39,114,53.9%,1.00,32928,9924,10819,5448,30991,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198361735068/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198119325888/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/R%C4%B1ck%C4%B1e/mmr?playlist=10
5.65,10.13,4.77,93,55.7%,1.18,19477,6515,7190,2950,16285,https://rocketleague.tracker.network/rocket-league/profile/xbl/Adriftleming53/mmr?playlist=10
0,0,0,0,0,0,0,0,0,0,0,https://rocketleague.tracker.network/rocket-league/profile/epic/AdamTheGamer21/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/Mohd7./mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/epic/mznh%20on%20top/mmr?playlist=10
5.22,9.76,3.63,348,53.4%,1.44,24493,8363,8560,4604,24013,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198837392574/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/xbl/Bamaneck%20Jr/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/psn/dxviidRL/mmr?playlist=10
6.00,10.00,3.33,18,60.0%,1.80,10973,3410,2943,1309,7196,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199016524477/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561198402126165/mmr?playlist=10
1,1,1,1,1,1,1,1,1,1,1,https://rocketleague.tracker.network/rocket-league/profile/steam/76561199002235429/mmr?playlist=10
