Goals Per Game,Shots Per Game,Saves Per Game,Total Matches,Shot Accuracy,Goals/Saves,Total Goals,Total Wins,Total Assists,Total MVP,Total Saves,Actual_Rank
4.23,8.04,3.38,78,0.526,1.25,14115,4980,4610,2276,12430,1
0.64,3.09,1.73,33,0.20600000000000002,0.37,10794,3917,3847,1740,7749,1
3.0,6.0,2.0,3,0.5,1.5,11964,5141,5505,2236,10398,1
3.54,5.78,1.51,228,0.613,2.34,18573,5557,3854,2200,13048,1
6.44,12.25,3.5,48,0.526,1.84,13644,4251,3559,2637,11785,1
20.25,39.5,16.38,24,0.513,1.24,12569,5808,5574,3131,11758,1
7.5,12.25,3.0,12,0.612,2.5,941,346,335,198,863,1
13.33,24.33,6.33,18,0.5479999999999999,2.11,5100,2292,2347,1063,3874,1
4.22,7.62,3.02,192,0.5529999999999999,1.4,24681,8735,7865,2696,22055,1
4.22,7.67,2.33,27,0.551,1.81,76354,15763,12448,5873,59553,1
3.74,7.03,2.68,114,0.532,1.39,19079,8435,8699,4290,17128,1
5.69,10.54,3.76,162,0.54,1.51,25894,8765,8991,4136,20510,1
4.0,8.0,3.0,3,0.5,1.33,14160,5557,4997,2698,13684,1
7.0,14.0,1.0,3,0.5,7.0,21450,8550,8048,3257,18065,1
5.8,9.6,4.0,15,0.604,1.45,33883,9615,8068,4267,22418,1
6.33,8.67,3.17,18,0.731,2.0,14978,6167,6137,2847,14095,1
5.12,9.3,3.27,120,0.551,1.56,15204,4228,3379,1966,9111,1
2.5,5.0,2.0,6,0.5,0.67,18735,6015,5441,3052,14397,1
8.0,11.0,3.0,3,0.727,2.67,22078,5613,4536,3062,13581,1
6.1,9.7,3.7,30,0.629,1.65,15201,5328,5518,2885,14074,1
5.71,9.71,2.29,21,0.588,2.5,18689,5304,4831,2447,12471,1
5.5,8.5,1.0,6,0.647,5.5,22447,8493,8005,3922,22066,1
5.94,9.56,2.25,48,0.621,2.64,5100,2292,2347,1063,3874,1
4.2,8.4,2.8,15,0.5,1.5,15610,5462,5631,2322,14562,1
5.5,8.25,1.5,24,0.667,3.67,9221,2776,2163,1451,5421,1
3.48,6.96,2.74,69,0.5,1.27,7953,3785,3545,1450,8539,1
5.33,8.42,2.5,36,0.634,2.13,3729,823,517,348,2401,1
4.19,7.75,3.51,267,0.541,1.2,10635,4502,3836,1496,11170,1
4.48,7.71,1.9,63,0.58,2.35,9929,2757,2169,1265,5919,1
11.1,23.7,11.0,30,0.483,0.79,20775,8512,8080,3367,18663,1
3.97,6.68,2.95,111,0.595,1.35,5673,2022,1928,1005,5472,1
