Goals Per Game,Shots Per Game,Saves Per Game,Total Matches,Shot Accuracy,Goals/Saves,Total Goals,Total Wins,Total Assists,Total MVP,Total Saves,Actual_Rank
5.75,9.62,4.62,24,0.597,1.24,33229,9591,8703,5421,26664,1
4.75,7.0,1.5,12,0.679,3.17,3172,963,881,398,3307,1
9.77,19.5,12.41,66,1.0,3.0,9454,2674,882,877,7727,1
6.0,16.0,5.0,3,0.423,1.16,13794,4467,4216,2243,8564,1
4.85,8.54,3.46,39,0.568,1.4,20438,6127,6102,2859,17153,1
4.55,8.95,5.39,114,0.6,1.75,2683,1113,803,333,2660,1
4.29,8.38,2.75,144,0.512,1.56,10690,3494,2842,1789,8561,1
4.13,8.07,3.4,45,0.512,1.22,4307,921,711,564,3744,1
4.0,11.0,7.0,3,0.385,0.88,19329,5857,5870,2302,12692,1
3.0,6.0,3.0,3,0.5,1.0,21311,9246,8581,3396,25136,1
5.5,8.88,2.5,24,0.62,2.2,6992,2032,1643,807,4232,1
7.0,11.0,3.0,3,0.636,2.33,13195,4785,3707,2616,12079,1
4.34,7.6,1.99,288,0.5710000000000001,2.18,17733,5216,4544,2357,13333,1
6.5,11.0,6.0,6,0.591,1.08,601,195,125,124,345,1
19.0,40.0,17.0,6,0.475,1.12,30616,10904,11818,5586,25808,1
2.89,5.67,2.11,27,0.51,1.37,21134,6843,6354,2745,18887,1
7.0,9.0,4.0,3,0.778,1.75,25602,8081,8095,3070,18715,1
6.67,11.0,1.67,9,0.606,4.0,9053,2763,2197,1383,7172,1
5.07,8.64,2.75,132,0.5870000000000001,1.84,15990,5367,4942,2034,15217,1
