Goals Per Game,Shots Per Game,Saves Per Game,Total Matches,Shot Accuracy,Goals/Saves,Total Goals,Total Wins,Total Assists,Total MVP,Total Saves,Actual_Rank
4.18,7.24,2.88,51,0.5770000000000001,1.45,56377,22411,18215,6470,58700,1
4.67,7.0,3.0,9,0.667,1.56,12934,5149,5433,2220,9946,1
6.31,9.55,1.69,126,0.6609999999999999,3.73,4442,1408,896,466,1979,1
7.0,10.5,4.5,6,0.667,1.56,12934,5149,5433,2220,9946,1
3.5,7.5,6.5,6,0.667,2.0,14672,5030,4143,2010,12512,1
4.79,7.54,3.35,144,0.635,1.43,14627,4161,2823,1519,11302,1
4.08,6.0,1.75,36,0.6809999999999999,2.33,20968,6884,6803,3488,17253,1
4.12,8.0,4.62,24,0.516,0.89,10492,3437,3716,2130,9727,1
4.86,7.29,3.14,21,0.667,1.55,2235,841,812,483,1958,1
7.0,11.0,1.0,3,0.636,7.0,17202,7350,9418,2943,15651,1
5.5,10.0,3.0,6,0.55,1.83,12006,3005,2637,1489,7543,1
4.5,8.5,3.33,18,0.529,1.35,866,207,152,103,514,1
3.43,7.11,2.82,488,0.48200000000000004,1.21,1064,187,17,25,827,1
4.0,8.0,2.0,3,0.5,1.0,19708,4393,3169,1296,13442,1
4.9,8.45,2.71,153,0.58,1.81,10951,2811,1970,1090,5350,1
3.5,4.0,2.0,6,0.875,1.75,25937,9987,9708,5071,18884,1
4.0,9.5,7.0,6,0.5,1.22,19940,5779,4439,3176,12458,1
13.0,24.0,6.0,3,0.542,2.17,18779,5987,4846,2832,11891,1
